drug_index,drug,smiles,murcko_scaffold,split_group,has_murcko_scaffold,n_positive,scaffold_fold
562,ospemifene,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,True,7,2
563,temsirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,O=C1CCC=CCC(=O)CC(CCC2CCCCC2)OC(=O)C2CCCCN2C(=O)C(=O)C2CCCC(CCC=CC=CC=CCCC1)O2,O=C1CCC=CCC(=O)CC(CCC2CCCCC2)OC(=O)C2CCCCN2C(=O)C(=O)C2CCCC(CCC=CC=CC=CCCC1)O2,True,15,5
564,atazanavir,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,c1ccc(CCCCNCc2ccc(-c3ccccn3)cc2)cc1,c1ccc(CCCCNCc2ccc(-c3ccccn3)cc2)cc1,True,84,5
565,palonosetron,C1CC2CN(C(=O)C3=C2C(=CC=C3)C1)C4CN5CCC4CC5,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,True,9,9
566,eplerenone,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,O=C1C=C2CCC3C4CCC5(CCC(=O)O5)C4CC4OC43C2CC1,O=C1C=C2CCC3C4CCC5(CCC(=O)O5)C4CC4OC43C2CC1,True,53,6
567,ezetimibe,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,O=C1C(CCCc2ccccc2)C(c2ccccc2)N1c1ccccc1,O=C1C(CCCc2ccccc2)C(c2ccccc2)N1c1ccccc1,True,24,7
568,ertapenem,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,O=C(Nc1ccccc1)C1CC(SC2=CN3C(=O)CC3C2)CN1,O=C(Nc1ccccc1)C1CC(SC2=CN3C(=O)CC3C2)CN1,True,51,5
569,aprepitant,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F,O=c1nc(CN2CCOC(OCc3ccccc3)C2c2ccccc2)[nH][nH]1,O=c1nc(CN2CCOC(OCc3ccccc3)C2c2ccccc2)[nH][nH]1,True,33,5
570,conivaptan,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,O=C(Nc1ccc(C(=O)N2CCc3[nH]cnc3-c3ccccc32)cc1)c1ccccc1-c1ccccc1,O=C(Nc1ccc(C(=O)N2CCc3[nH]cnc3-c3ccccc32)cc1)c1ccccc1-c1ccccc1,True,20,7
571,entecavir,C=C1C(CC(C1CO)O)N2C=NC3=C2NC(=NC3=O)N,C=C1CCCC1n1cnc2c(=O)nc[nH]c21,C=C1CCCC1n1cnc2c(=O)nc[nH]c21,True,28,6
572,clevidipine,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,C1=CC(c2ccccc2)C=CN1,C1=CC(c2ccccc2)C=CN1,True,4,3
573,solifenacin,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5.Cl,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,True,17,1
574,bazedoxifene,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O,c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1,c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1,True,14,6
575,asenapine,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,c1ccc2c(c1)Oc1ccccc1C1CNCC21,c1ccc2c(c1)Oc1ccccc1C1CNCC21,True,12,3
576,cinacalcet,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl,c1ccc(CCCNCc2cccc3ccccc23)cc1,c1ccc(CCCNCc2cccc3ccccc23)cc1,True,29,8
577,lubiprostone,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,O=C1CC2CCCOC2C1,O=C1CC2CCCOC2C1,True,17,5
578,methyl.aminolevulinate,COC(=O)CCC(=O)CN.Cl,,ACYCLIC::COC(=O)CCC(=O)CN.Cl,False,15,2
579,sevelamer,C=CCN.C1C(O1)CCl.Cl,C1CO1,C1CO1,True,16,7
580,colesevelam,CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-],C1CO1,C1CO1,True,19,7
581,tipranavir,CCCC1(CC(=O)C(=C(O1)[O-])C(CC)C2=CC(=CC=C2)[N-]S(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)CCC4=CC=CC=C4.[Na+].[Na+],O=C1CC(CCc2ccccc2)OC=C1Cc1cccc([N-]S(=O)(=O)c2ccccn2)c1,O=C1CC(CCc2ccccc2)OC=C1Cc1cccc([N-]S(=O)(=O)c2ccccn2)c1,True,71,0
582,anidulafungin,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,O=C(NC1CCCNC(=O)C2CCCN2C(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C2CCCN2C(=O)CNC1=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,O=C(NC1CCCNC(=O)C2CCCN2C(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C2CCCN2C(=O)CNC1=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,True,63,5
583,lanthanum.carbonate,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3],,ACYCLIC::O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[La+3].[La+3],False,11,6
584,varenicline,C1C2CNCC1C3=CC4=NC=CN=C4C=C23,c1cnc2cc3c(cc2n1)C1CNCC3C1,c1cnc2cc3c(cc2n1)C1CNCC3C1,True,200,1
585,erlotinib,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,c1ccc(Nc2ncnc3ccccc23)cc1,c1ccc(Nc2ncnc3ccccc23)cc1,True,29,1
586,etravirine,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,c1ccc(Nc2nccc(Oc3ccccc3)n2)cc1,c1ccc(Nc2nccc(Oc3ccccc3)n2)cc1,True,12,7
587,gadobenic.acid,[H+].[H+].CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],c1ccccc1,c1ccccc1,True,7,0
588,ambrisentan,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,c1ccc(C(COc2ncccn2)c2ccccc2)cc1,c1ccc(C(COc2ncccn2)c2ccccc2)cc1,True,22,1
589,dronedarone,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,O=C(c1ccccc1)c1coc2ccccc12,O=C(c1ccccc1)c1coc2ccccc12,True,11,4
590,ramelteon,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,c1cc2c(c3c1CCC3)CCO2,c1cc2c(c3c1CCC3)CCO2,True,11,0
591,lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,True,45,9
592,dabigatran.etexilate,CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N,O=C(Nc1ccccn1)c1ccc2[nH]c(CNc3ccccc3)nc2c1,O=C(Nc1ccccn1)c1ccc2[nH]c(CNc3ccccc3)nc2c1,True,20,1
593,darunavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1COC2OCCC12,O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1COC2OCCC12,True,58,2
594,lurasidone,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,True,61,1
595,aliskiren,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,c1ccccc1,c1ccccc1,True,28,0
596,sitaxentan,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,O=C(Cc1ccc2c(c1)OCO2)c1sccc1S(=O)(=O)Nc1ccno1,O=C(Cc1ccc2c(c1)OCO2)c1sccc1S(=O)(=O)Nc1ccno1,True,31,1
597,tolvaptan,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,O=C(Nc1ccc(C(=O)N2CCCCc3ccccc32)cc1)c1ccccc1,O=C(Nc1ccc(C(=O)N2CCCCc3ccccc32)cc1)c1ccccc1,True,40,6
598,sorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,True,82,2
599,lenalidomide,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1,True,175,6
600,lasofoxifene,C1CCN(C1)CCOC2=CC=C(C=C2)C3C(CCC4=C3C=CC(=C4)O)C5=CC=CC=C5,c1ccc(C2CCc3ccccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,c1ccc(C2CCc3ccccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,True,172,0
601,regadenoson,CNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)N)N=CN3C4C(C(C(O4)CO)O)O,c1cnn(-c2ncc3ncn(C4CCCO4)c3n2)c1,c1cnn(-c2ncc3ncn(C4CCCO4)c3n2)c1,True,12,4
602,lacosamide,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,c1ccccc1,c1ccccc1,True,28,0
603,sulfamethoxazole.and.trimethoprim,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,O=S(=O)(Nc1ccon1)c1ccccc1.c1ccc(Cc2cncnc2)cc1,O=S(=O)(Nc1ccon1)c1ccccc1.c1ccc(Cc2cncnc2)cc1,True,58,8
604,gadoversetamide,COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],,ACYCLIC::COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-].[Gd+3],False,17,3
605,ciclesonide,CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC(C3CCCCC3)OC12,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC(C3CCCCC3)OC12,True,30,9
606,roflumilast,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,O=C(Nc1ccncc1)c1cccc(OCC2CC2)c1,O=C(Nc1ccncc1)c1cccc(OCC2CC2)c1,True,11,2
607,micafungin,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O,O=C(NC1CCCNC(=O)C2CCCN2C(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C2CCCN2C(=O)CNC1=O)c1ccc(-c2cc(-c3ccccc3)on2)cc1,O=C(NC1CCCNC(=O)C2CCCN2C(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C2CCCN2C(=O)CNC1=O)c1ccc(-c2cc(-c3ccccc3)on2)cc1,True,42,6
608,maraviroc,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,O=C(NC(CCN1C2CCC1CC(n1cnnc1)C2)c1ccccc1)C1CCCCC1,O=C(NC(CCN1C2CCC1CC(n1cnnc1)C2)c1ccccc1)C1CCCCC1,True,40,8
609,nilotinib,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,True,276,2
610,silodosin,CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F,c1ccc(OCCNCCc2ccc3c(c2)CCN3)cc1,c1ccc(OCCNCCc2ccc3c(c2)CCN3)cc1,True,6,7
611,bedaquiline,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,True,11,2
612,rilpivirine,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,True,20,3
613,telaprevir,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,O=C(CNC(=O)C1C2CCCC2CN1C(=O)CNC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(=O)NC1CC1,O=C(CNC(=O)C1C2CCCC2CN1C(=O)CNC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(=O)NC1CC1,True,32,1
614,prucalopride,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl,O=C(NC1CCNCC1)c1cccc2c1OCC2,O=C(NC1CCNCC1)c1cccc2c1OCC2,True,28,1
615,pimecrolimus,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,O=C1CC=CCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,O=C1CC=CCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,True,61,7
616,dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,True,96,8
617,salmeterol.and.fluticasone,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF.C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21.c1ccc(CCCCOCCCCCCNCCc2ccccc2)cc1,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21.c1ccc(CCCCOCCCCCCNCCc2ccccc2)cc1,True,34,4
618,vandetanib,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,c1ccc(Nc2ncnc3cc(OCC4CCNCC4)ccc23)cc1,c1ccc(Nc2ncnc3cc(OCC4CCNCC4)ccc23)cc1,True,82,9
619,glatiramer.acetate,CC(C(=O)O)N.CC(=O)O.C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N,c1ccccc1,c1ccccc1,True,15,0
620,porfimer.sodium,CCC1=C2C=C3C(=C(C(=CC4=NC(=CC5=NC(=CC(=C1C)N2)C(=C5CCC(=O)O)C)C(=C4C)CCC(=O)O)N3)C(C)O)C.[Na+],C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3,C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3,True,126,3
621,axitinib,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,C(=Cc1n[nH]c2cc(Sc3ccccc3)ccc12)c1ccccn1,C(=Cc1n[nH]c2cc(Sc3ccccc3)ccc12)c1ccccn1,True,71,1
622,sunitinib,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,O=C1Nc2ccccc2C1=Cc1ccc[nH]1,O=C1Nc2ccccc2C1=Cc1ccc[nH]1,True,39,6
623,sitagliptin,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,O=C(CCCc1ccccc1)N1CCn2cnnc2C1,O=C(CCCc1ccccc1)N1CCn2cnnc2C1,True,6,9
624,erythropoietin,C(C=O)C(C=O)O,,ACYCLIC::O=CCC(O)C=O,False,26,8
625,entacapone,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,c1ccccc1,c1ccccc1,True,45,0
626,tolcapone,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,True,208,1
627,vildagliptin,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,O=C(CNC12CC3CC(CC(C3)C1)C2)N1CCCC1,O=C(CNC12CC3CC(CC(C3)C1)C2)N1CCCC1,True,17,5
628,lamivudine.and.abacavir,C1CC1NC2=NC(=NC3=C2N=CN3C4CC(C=C4)CO)N.C1C(OC(S1)CO)N2C=CC(=NC2=O)N,C1=CC(n2cnc3c(NC4CC4)ncnc32)CC1.O=c1ncccn1C1CSCO1,C1=CC(n2cnc3c(NC4CC4)ncnc32)CC1.O=c1ncccn1C1CSCO1,True,20,6
629,elvitegravir,CC(C)C(CO)N1C=C(C(=O)C2=CC(=C(C=C21)OC)CC3=C(C(=CC=C3)Cl)F)C(=O)O,O=c1cc[nH]c2ccc(Cc3ccccc3)cc12,O=c1cc[nH]c2ccc(Cc3ccccc3)cc12,True,21,9
630,dacarbazine,CN(C)NN=C1C(=NC=N1)C(=O)N,N=C1C=NC=N1,N=C1C=NC=N1,True,10,7
631,bosutinib,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1,c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1,True,24,4
632,sulfasalazine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O,O=C1C=CC(=NNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=C1,O=C1C=CC(=NNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=C1,True,16,7
633,rifabutin,CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C,O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4c(c3C2=O)C2=NC3(CCNCC3)NC2=C(N1)C4=O,O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4c(c3C2=O)C2=NC3(CCNCC3)NC2=C(N1)C4=O,True,14,6
634,methylnaltrexone.bromide,C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-],O=C1CCC2C3Cc4cccc5c4C2(CC[NH+]3CC2CC2)C1O5,O=C1CCC2C3Cc4cccc5c4C2(CC[NH+]3CC2CC2)C1O5,True,7,2
635,verteporfin,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C,C1=CCC2C(=C1)c1cc3ccc(cc4nc(cc5ccc(cc2n1)[nH]5)C=C4)[nH]3,C1=CCC2C(=C1)c1cc3ccc(cc4nc(cc5ccc(cc2n1)[nH]5)C=C4)[nH]3,True,19,3
636,olsalazine,C1=CC(=C(C=C1NN=C2C=CC(=O)C(=C2)C(=O)O)C(=O)O)O,O=C1C=CC(=NNc2ccccc2)C=C1,O=C1C=CC(=NNc2ccccc2)C=C1,True,22,8
637,mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)C(C)NC(=O)CCC(C(=O)N)NC(=O)C(C)NC(=O)C(C)OC1C(C(OC(C1O)CO)O)NC(=O)C)OC(=O)CCCCCCCCCCCCCCC,C1CCOCC1,C1CCOCC1,True,102,6
638,tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,C=C1C=Nc2ccccc21,C=C1C=Nc2ccccc21,True,18,8
639,ofatumumab,C1COCC2=C1N=CC3=NC(=C4C=CON4)N=C23.OP(=O)(O)O,C1=CC(=C2N=c3cnc4c(c3=N2)COCC4)NO1,C1=CC(=C2N=c3cnc4c(c3=N2)COCC4)NO1,True,36,3
640,deferasirox,C1=CC(=C2NC(=C3C=CC=CC3=O)N(N2)C4=CC=C(C=C4)C(=O)O)C(=O)C=C1,O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccccc2)N1,O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccccc2)N1,True,37,5
641,gadobutrol,C1CN(CCN(CCN(CCN1CC(=O)[O-])CC(=O)[O-])C(CO)C(CO)O)CC(=O)[O-].[Gd+3],C1CNCCNCCNCCN1,C1CNCCNCCNCCN1,True,7,2
642,radium.(223Ra).dichloride,[Ra],,ACYCLIC::[Ra],False,9,7
643,eribulin,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8CCOC8CC8OC(CCC8=C)CCC1O2)OC7C6O3)C5O4,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8CCOC8CC8OC(CCC8=C)CCC1O2)OC7C6O3)C5O4,True,27,0
644,auranofin,CC[PH+](CC)CC.CC[PH+](CC)CC.CC(=O)OCC1C(C(C(C(O1)[SH2+])OC(=O)C)OC(=O)C)OC(=O)C.[Au].[Au],C1CCOCC1,C1CCOCC1,True,22,6
645,tapentadol,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,c1ccccc1,c1ccccc1,True,30,0
646,tafluprost,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O,C(=CC1CCCC1)CCOc1ccccc1,C(=CC1CCCC1)CCOc1ccccc1,True,10,6
647,indacaterol,CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,O=c1ccc2c(CCNC3Cc4ccccc4C3)cccc2[nH]1,O=c1ccc2c(CCNC3Cc4ccccc4C3)cccc2[nH]1,True,31,0
648,rivaroxaban,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1cccs1,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1cccs1,True,22,8
649,ivermectin,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C.CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)OC1C(C)C,O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(CCCCO1)C2.O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(CCCCO1)C2,O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(CCCCO1)C2.O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(CCCCO1)C2,True,33,4
