model,fold,drug_index,drug_name,positive_count,AP,AUROC,nDCG@10,P@15,R@15,rare_AP,middle_AP,frequent_AP,nonhot100_AP,top15_hot_fraction,top_ranked_true_positives,top_ranked_nonhot_true_positives
CAFNet-DG,1,556,olmesartan.medoxomil,61,0.5558775486475438,0.8865461318152267,1.0,0.9333333333333333,0.22950819672131148,0.021364634352305352,0.013912469345406527,0.597885279484632,0.13763503627252346,1.0,headache; nausea; diarrhoea; vomiting; dizziness,influenza like illness; injury; blood creatinine increased; rhinorrhoea; laryngeal pain
CAFNet,1,581,tipranavir,71,0.40619362745774346,0.8947019059099995,0.3436898768674494,0.4666666666666667,0.09859154929577464,0.047619047619047616,0.20446959836226009,0.4399273117365687,0.20791776422771258,0.6666666666666666,mediastinal disorder; infection; influenza like illness; musculoskeletal discomfort; anaemia,mediastinal disorder; influenza like illness; abdominal pain upper; mental disorder; hepatobiliary disease
CAFNet-D,1,581,tipranavir,71,0.5926653100570107,0.9292722750370043,0.933745776545611,0.9333333333333333,0.19718309859154928,0.01639344262295082,0.23962951709295255,0.6448208832634262,0.25703989059252025,1.0,headache; nausea; dizziness; diarrhoea; vomiting,pancreatitis; abdominal pain upper; liver function test abnormal; mediastinal disorder; hypertriglyceridaemia
CAFNet-DG,1,581,tipranavir,71,0.5734662656722376,0.9286008575832024,0.8701249883466594,0.8666666666666667,0.18309859154929578,0.023809523809523808,0.3417185569521335,0.6218231272472241,0.2710026995539125,1.0,headache; nausea; vomiting; diarrhoea; dermatitis,mediastinal disorder; abdominal pain upper; mental disorder; influenza like illness; liver function test abnormal
CAFNet,1,585,erlotinib,29,0.4596993515336856,0.9527961407897088,0.6032222497337739,0.5333333333333333,0.27586206896551724,,0.06458333333333333,0.48516275116919444,0.053878165560806594,1.0,headache; fatigue; diarrhoea; abdominal pain; nausea,musculoskeletal pain; mucosal inflammation; dry eye; gastrointestinal haemorrhage; dysphagia
CAFNet-D,1,585,erlotinib,29,0.5175481028231242,0.9440771842058245,0.6683063269107927,0.7333333333333333,0.3793103448275862,,0.022559083313439962,0.5526093980349833,0.04691396925480777,1.0,headache; nausea; diarrhoea; dermatitis; fatigue,musculoskeletal pain; gastrointestinal haemorrhage; mucosal inflammation; dysphagia; dry eye
CAFNet-DG,1,585,erlotinib,29,0.5189945383370453,0.9494014650705735,0.6722390270733756,0.7333333333333333,0.3793103448275862,,0.027445460942997886,0.551930192729694,0.05051296922895967,1.0,headache; diarrhoea; nausea; fatigue; dermatitis,musculoskeletal pain; gastrointestinal haemorrhage; mucosal inflammation; dysphagia; dry eye
CAFNet,1,626,tolcapone,208,0.3807445373716583,0.578865115482482,0.8701249883466594,0.8,0.057692307692307696,0.038613682283443126,0.1042264285276134,0.5947471837525604,0.16700055401424696,0.9333333333333333,headache; vomiting; nausea; gastrointestinal pain; abdominal pain,mouth ulceration; angina pectoris; tooth disorder; dyskinesia; acute coronary syndrome
CAFNet-D,1,626,tolcapone,208,0.5769359433059398,0.7903026521824231,1.0,1.0,0.07211538461538461,0.07768722425291055,0.12379213249727553,0.6895935885855735,0.338184308749033,1.0,headache; nausea; dizziness; vomiting; diarrhoea,injury; sleep disorder; mental disability; affect lability; dysphagia
CAFNet-DG,1,626,tolcapone,208,0.5301599295147844,0.772668330397338,1.0,0.9333333333333333,0.0673076923076923,0.07184431531655464,0.12127845477527974,0.6475451711600392,0.2928609605442883,1.0,headache; nausea; dizziness; vomiting; diarrhoea,mouth ulceration; angina pectoris; vaginal infection; injury; mood swings
CAFNet,1,627,vildagliptin,17,0.3704406637942614,0.9453609488831356,0.5355749991885378,0.4666666666666667,0.4117647058823529,,,0.3743025947400754,0.009268707482993197,0.9333333333333333,diarrhoea; nausea; dizziness; constipation; headache,hypoglycaemia; gastrooesophageal reflux disease
CAFNet-D,1,627,vildagliptin,17,0.5418685400009978,0.9732072972484798,0.7753366239771086,0.4666666666666667,0.4117647058823529,,,0.5420890194145815,0.04390681003584229,1.0,headache; dizziness; nausea; diarrhoea; asthenia,hypoglycaemia; gastrooesophageal reflux disease
CAFNet-DG,1,627,vildagliptin,17,0.5573443984313212,0.9707989644168823,0.7849818707050383,0.5333333333333333,0.47058823529411764,,,0.5576228662289622,0.03603316326530612,1.0,dizziness; nausea; headache; diarrhoea; asthenia,hypoglycaemia; gastrooesophageal reflux disease
CAFNet,1,630,dacarbazine,10,0.05039705401096065,0.7690040650406504,0.07839826897867538,0.06666666666666667,0.1,,0.045454545454545456,0.06088777165798817,0.01156512378086456,0.6666666666666666,headache; diarrhoea; alopecia; paraesthesia; pancytopenia,pancytopenia; hepatic enzyme increased; photosensitivity reaction; anaphylactic shock
CAFNet-D,1,630,dacarbazine,10,0.13728212167261383,0.8426829268292683,0.23365080824310527,0.13333333333333333,0.2,,0.021739130434782608,0.1509218749155502,0.013577485653606818,1.0,headache; diarrhoea; paraesthesia; flushing; alopecia,photosensitivity reaction; pancytopenia; hepatic enzyme increased; anaphylactic shock
CAFNet-DG,1,630,dacarbazine,10,0.18609290083575553,0.8446138211382114,0.31488013066763093,0.13333333333333333,0.2,,0.06666666666666667,0.20390463410420848,0.014270466624330007,1.0,headache; diarrhoea; paraesthesia; alopecia; flushing,pancytopenia; photosensitivity reaction; hepatic enzyme increased; anaphylactic shock
CAFNet,1,637,mifamurtide,102,0.6625325720477092,0.9108414666314957,0.8899541168509599,0.8666666666666667,0.12745098039215685,0.13123832028079077,0.12399729052330313,0.7312037195860563,0.1664689950867797,1.0,body temperature increased; headache; diarrhoea; nausea; vomiting,abdominal pain upper; herpes simplex; phlebitis; sepsis; musculoskeletal pain
CAFNet-D,1,637,mifamurtide,102,0.5767082473266871,0.872285236964741,1.0,1.0,0.14705882352941177,0.042174441329443035,0.06502872093479437,0.6691055398110294,0.10060154350721638,1.0,nausea; headache; diarrhoea; vomiting; dizziness,mucosal inflammation; sepsis; phlebitis; agranulocytosis; pleural effusion
CAFNet-DG,1,637,mifamurtide,102,0.653551363214322,0.9005209707201266,1.0,0.9333333333333333,0.13725490196078433,0.0638746996581745,0.07470991515108014,0.734355046832822,0.14524430866017046,1.0,headache; nausea; diarrhoea; vomiting; body temperature increased,phlebitis; sepsis; abdominal pain upper; mucosal inflammation; lethargy
CAFNet,1,645,tapentadol,30,0.39529980996880926,0.9385546334716459,0.36680070555131294,0.5333333333333333,0.26666666666666666,0.0038910505836575876,,0.43511432913606446,0.07006581379523079,0.7333333333333333,somnolence; dry mouth; insomnia; hyperhidrosis; constipation,abnormal dreams; menopausal symptoms; hot flush; lethargy; irritability
CAFNet-D,1,645,tapentadol,30,0.555940014009578,0.9430497925311203,0.8643145546088338,0.7333333333333333,0.36666666666666664,0.025,,0.5757627540026047,0.36822593468340004,1.0,dizziness; headache; nausea; diarrhoea; vomiting,menopausal symptoms; hot flush; abnormal dreams; lethargy; irritability
CAFNet-DG,1,645,tapentadol,30,0.624506257612492,0.9530774550484093,1.0,0.7333333333333333,0.36666666666666664,0.02040816326530612,,0.6464641606304518,0.27475386779184247,1.0,headache; dizziness; nausea; diarrhoea; somnolence,menopausal symptoms; hot flush; abnormal dreams; lethargy; irritability
CAFNet,1,647,indacaterol,31,0.31990275395901036,0.9149331725454728,0.4006656406558819,0.3333333333333333,0.16129032258064516,0.038461538461538464,0.03141025641025641,0.3504428228992761,0.11698086901850122,1.0,headache; nausea; dizziness; rash; dermatitis,oropharyngeal pain; musculoskeletal pain; rhinorrhoea; throat irritation; diabetes mellitus
CAFNet-D,1,647,indacaterol,31,0.37306036038074886,0.9133085452048371,0.6059848036189865,0.3333333333333333,0.16129032258064516,0.0034602076124567475,0.05806451612903226,0.4049606604098621,0.14180716560350887,1.0,headache; nausea; dizziness; musculoskeletal discomfort; cough,malnutrition; musculoskeletal pain; diabetes mellitus; atrial fibrillation; myocardial ischaemia
CAFNet-DG,1,647,indacaterol,31,0.38260034472799764,0.923525273841825,0.5326208815196265,0.4,0.1935483870967742,0.003861003861003861,0.03443396226415094,0.4159096400489309,0.1292207453970359,1.0,headache; nausea; dizziness; cough; musculoskeletal discomfort,musculoskeletal pain; oropharyngeal pain; rhinorrhoea; malnutrition; diabetes mellitus
CAFNet,1,659,olodaterol,12,0.4338136560598966,0.9851493550577054,0.46582309483828654,0.4,0.5,,,0.4338136560598967,,1.0,dizziness; cough; bronchitis; musculoskeletal discomfort; arthralgia,
CAFNet-D,1,659,olodaterol,12,0.31959909160996114,0.9827732518669381,0.2646202227274384,0.4,0.5,,,0.31959909160996114,,1.0,dizziness; diarrhoea; dermatitis; rash; musculoskeletal discomfort,
CAFNet-DG,1,659,olodaterol,12,0.35632417508551806,0.9867617107942973,0.35294615824339615,0.26666666666666666,0.3333333333333333,,,0.3563241750855181,,1.0,dizziness; diarrhoea; cough; musculoskeletal discomfort; dermatitis,
CAFNet,1,660,ceftaroline.fosamil,8,0.35422605146873637,0.957657200811359,0.4766615935893098,0.26666666666666666,0.5,,0.25,0.39263038548752827,0.07919254658385093,1.0,rash; dermatitis; vomiting; nausea; constipation,phlebitis; transaminases increased
CAFNet-D,1,660,ceftaroline.fosamil,8,0.5251364063619216,0.975659229208925,0.6004833831800817,0.3333333333333333,0.625,,0.09090909090909091,0.5912072671798072,0.2685185185185185,1.0,nausea; vomiting; rash; dermatitis; constipation,phlebitis; transaminases increased
CAFNet-DG,1,660,ceftaroline.fosamil,8,0.4949231615723212,0.9756592292089249,0.5862021414044021,0.3333333333333333,0.625,,0.2,0.5517271412735623,0.1607142857142857,1.0,nausea; vomiting; rash; dermatitis; constipation,phlebitis; transaminases increased
CAFNet,1,661,cabazitaxel,40,0.6884203670850788,0.9553983228511531,0.914856882358379,0.9333333333333333,0.35,0.17049808429118773,0.25,0.7280315263592766,0.0895403881407455,1.0,decreased appetite; dysgeusia; musculoskeletal discomfort; arthralgia; alopecia,mucosal inflammation; arrhythmia; febrile neutropenia; neutropenic sepsis; septic shock
CAFNet-D,1,661,cabazitaxel,40,0.6937600234010671,0.9620283018867924,0.7720617383222416,0.8,0.3,0.029138513513513514,0.14285714285714285,0.738743579446597,0.031882199431230517,1.0,headache; nausea; dizziness; vomiting; diarrhoea,mucosal inflammation; febrile neutropenia; arrhythmia; neutropenic sepsis; septic shock
CAFNet-DG,1,661,cabazitaxel,40,0.7113288697301616,0.967269392033543,0.8482378089219645,0.8666666666666667,0.325,0.06234567901234568,1.0,0.7531841062384468,0.11687516275194,1.0,nausea; headache; vomiting; dizziness; diarrhoea,mucosal inflammation; febrile neutropenia; arrhythmia; neutropenic sepsis; septic shock
CAFNet,1,673,pasireotide,47,0.5071896061829617,0.8827091150104474,0.933745776545611,0.8,0.2553191489361702,0.007492997198879551,0.05750542245305384,0.5937766344780285,0.09385837733169723,1.0,headache; diarrhoea; vomiting; abdominal pain; nausea,abdominal pain upper; injection site reaction; hypoglycaemia; electrocardiogram qt prolonged; diabetes mellitus
CAFNet-D,1,673,pasireotide,47,0.5106530409719982,0.8870340829944506,1.0,0.7333333333333333,0.23404255319148937,0.009286141234736572,0.033534325239534875,0.6001178425687236,0.059033615908118585,1.0,dizziness; headache; nausea; diarrhoea; vomiting,abdominal pain upper; hypoglycaemia; injection site reaction; gamma-glutamyltransferase increased; diabetes mellitus
CAFNet-DG,1,673,pasireotide,47,0.5261126766310559,0.8910782089015704,1.0,0.7333333333333333,0.23404255319148937,0.009183673469387754,0.04038057408131809,0.6153865104227381,0.089476723352346,1.0,headache; diarrhoea; nausea; dizziness; vomiting,abdominal pain upper; hypoglycaemia; injection site reaction; diabetes mellitus; electrocardiogram qt prolonged
CAFNet,1,675,vorapaxar,8,0.05757385992022144,0.900735294117647,0.0,0.0,0.0,,0.018518518518518517,0.06356205930182467,0.009106475716064757,1.0,rash; dermatitis; depression; anaemia; haemoglobin,gastrointestinal haemorrhage; haemorrhage intracranial
CAFNet-D,1,675,vorapaxar,8,0.06919595354801575,0.8531947261663285,0.15593787927983163,0.13333333333333333,0.25,,0.009523809523809525,0.0797007457060889,0.005809933383927818,1.0,rash; dermatitis; depression; anaemia; haemoglobin,gastrointestinal haemorrhage; haemorrhage intracranial
CAFNet-DG,1,675,vorapaxar,8,0.060941785147536606,0.8714503042596349,0.0,0.13333333333333333,0.25,,0.010526315789473684,0.06851372414634922,0.00658008658008658,1.0,rash; dermatitis; depression; anaemia; haemoglobin,gastrointestinal haemorrhage; haemorrhage intracranial
CAFNet,1,689,eliglustat,20,0.3760310328488269,0.9367043121149897,0.3637085028318161,0.4,0.3,,,0.3803474259811966,0.26757770512040224,1.0,dizziness; constipation; diarrhoea; nausea; fatigue,abdominal pain upper; gastrooesophageal reflux disease; oropharyngeal pain; migraine
CAFNet-D,1,689,eliglustat,20,0.5233900801470662,0.961806981519507,0.6378891765242928,0.6666666666666666,0.5,,,0.5260989772529275,0.08538957840819544,1.0,dizziness; nausea; asthenia; diarrhoea; fatigue,abdominal pain upper; oropharyngeal pain; migraine; gastrooesophageal reflux disease
CAFNet-DG,1,689,eliglustat,20,0.4914848766996496,0.9611396303901438,0.5716349530699038,0.5333333333333333,0.4,,,0.4941956144525517,0.26943274787112803,1.0,dizziness; nausea; diarrhoea; asthenia; constipation,abdominal pain upper; oropharyngeal pain; migraine; gastrooesophageal reflux disease
CAFNet,1,709,ganirelix,13,0.2094698401946231,0.8944954128440368,0.303015184570382,0.2,0.23076923076923078,0.004347826086956522,,0.22909794804733988,0.05708460754332314,0.8666666666666667,headache; nausea; erythema; rash; dermatitis,swelling; swelling face
CAFNet-D,1,709,ganirelix,13,0.21364011348673223,0.8908492119501294,0.3301376494471203,0.13333333333333333,0.15384615384615385,0.005494505494505495,,0.23189243015074665,0.02662866449511401,1.0,headache; nausea; dermatitis; rash; dyspnoea,swelling; swelling face
CAFNet-DG,1,709,ganirelix,13,0.23221622394834426,0.9006508272563317,0.3301376494471203,0.13333333333333333,0.15384615384615385,0.005376344086021506,,0.25103205223095265,0.05161030595813205,1.0,headache; nausea; dermatitis; rash; dyspnoea,swelling; swelling face
CAFNet,1,745,heparin,19,0.16184773971908803,0.8879082321187585,0.2444405754507224,0.2,0.15789473684210525,,0.14285714285714285,0.17459876573978966,0.07469911375669339,1.0,nausea; diarrhoea; body temperature increased; haemoglobin; haemorrhage,atrial fibrillation; haemorrhage intracranial; injection site pain; cardiac failure; ecchymosis
CAFNet-D,1,745,heparin,19,0.19849017037475922,0.8930094466936572,0.38431135260440824,0.2,0.15789473684210525,,0.037037037037037035,0.21860298402531111,0.041752096352111606,1.0,nausea; diarrhoea; body temperature increased; thrombocytopenia; oedema peripheral,injection site pain; pulmonary oedema; injection site haemorrhage; ecchymosis; atrial fibrillation
CAFNet-DG,1,745,heparin,19,0.21183886738437546,0.909851551956815,0.3785009188665826,0.2,0.15789473684210525,,0.06351351351351352,0.23010913312379483,0.06081544102866302,1.0,nausea; diarrhoea; body temperature increased; thrombocytopenia; haemoglobin,injection site pain; atrial fibrillation; ecchymosis; cardiac failure; injection site haemorrhage
CAFNet,2,26,phenytoin,187,0.4511506614859632,0.7617471456308107,0.6678193126863042,0.8,0.06417112299465241,0.04645600422861425,0.23529131211404627,0.6030399260274673,0.24962824664901492,1.0,pruritus; nausea; rash; dermatitis; dizziness,diplopia; injection site reaction; dysphagia; ageusia; hyperaesthesia
CAFNet-D,2,26,phenytoin,187,0.5030080369288346,0.7670317873685465,0.8701249883466594,0.7333333333333333,0.058823529411764705,0.04661996739625354,0.15985942003708134,0.6204269535510059,0.24308793418930166,1.0,nausea; headache; vomiting; dizziness; diarrhoea,liver function test abnormal; dysuria; osteoarthritis; diplopia; eye pain
CAFNet-DG,2,26,phenytoin,187,0.515802154155399,0.7851221597121445,0.8701249883466594,0.7333333333333333,0.058823529411764705,0.052931902351908894,0.19759938796749504,0.6261830839651168,0.2788714685101165,1.0,nausea; headache; dizziness; vomiting; diarrhoea,diplopia; dysphagia; ataxia; urine output increased; osteoarthritis
CAFNet,2,48,amsacrine,10,0.22699110289760743,0.5721544715447154,0.3589542101716347,0.13333333333333333,0.2,,,0.24078909692499328,0.0733628074053606,1.0,headache; dizziness; arrhythmia; paraesthesia; anaemia,arrhythmia; blood bilirubin increased
CAFNet-D,2,48,amsacrine,10,0.16474794328039774,0.9210365853658536,0.23365080824310527,0.13333333333333333,0.2,,,0.16613793291643994,0.039730349971313826,1.0,headache; dizziness; paraesthesia; anaemia; vision blurred,arrhythmia; blood bilirubin increased
CAFNet-DG,2,48,amsacrine,10,0.22305789270289128,0.9096544715447155,0.3301376494471203,0.13333333333333333,0.2,,,0.22614167000495483,0.253690036900369,1.0,headache; dizziness; paraesthesia; anaemia; arrhythmia,arrhythmia; blood bilirubin increased
